"","X","ID","participantcode","participantlabel","participanttime_started","player","playerrandom_belief","belief","playerbenchmark_belief","belief_payoff","game_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","payoff","groupid_in_subsession","grouprandom_game","accept","offer","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group","payoff_tr","payoff_profile","a_high","b_high","inequity_default","direct","final_payoff"
"308",462,"24_2_D2","s7n0i5aq","pc26","2017-02-24 08:50:35.535422+00:00",1,NA,0.85,25,2,14,2,8,2,18,11,0.3282,1,0,2,3,"xnlln9h6",15,0,19,"Italiana","Laurea","Studente","Corso di Laurea in Economia Aziendale e Management",1,4,5,"Specificare che si trattava di un solo turno e magari fare un giro di prova","Essendo giocatore 1 ho potuto scegliere l'opzione piÃ¹ vantaggiosa. Pensando che i giocatori 2 preferissero comunque 2 euro invece che 0, ho inserito una probabilitÃ  abbastanza alta che scegliessero di accettare l'offerta, con al massimo una o due eccezioni. Ho pensato anche che tutti i giocatori 1 avrebbero scelto l'offerta B",7,7,7,2,6,7,4,1,5,6,7,2,7,7,5,6,6.25,6.25,6.75,2.25,5,4,5,5,5,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,50,NA,NA,3.8461537361145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,231,1,2,0,1,1,1,14
"309",485,"20_2_S1","tbx13cbu","pc1","2017-02-20 10:12:00.065165+00:00",2,NA,0.8,6,2,8,8,NA,NA,12,1,0.1213,0,1,7,8,"ypt3etsj",6,0,22,"Italiana","Laurea triennale","Studente","MSc in Economic and Social Sciences",1,5,5,"Le previsioni del Giocatore 2 sono piÃ¹ difficili da effettuare in quanto, per il Giocatore 1 Ã¨ molto piÃ¹ razionale scommettere che il Giocatore 2 Accetti l'offerta B. Pertanto il premio per le previsioni del giocatore 2 potrebbe essere aumentato o, almeno, la probabilitÃ  di ricevere il denaro del gioco e non della previsione dovrebbe essere a favore della vincita dal gioco.","Essendo il Giocatore 2, avrei sempre accettato l'offerta perchÃ© mi garantiva una vincita, seppur esigua, rispetto al rifiuto che mi avrebbe portato a guadagnare nulla con molta piÃ¹ probabilitÃ .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,17,11,15,15,16,6,5,5,24,7,12,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,4,2,2,1,1,2,4,4,2,2,1,1,2,2,3,2,1,3,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,10,NA,7,98,NA,NA,NA,46,42,44,44,48,58,56,54,52,36,36,38,1,243,0,1,0,0,0,0,8
"310",486,"20_2_S1","tg5yhup6","pc18","2017-02-20 10:11:59.129861+00:00",1,NA,0.8,7,2,8,8,NA,NA,12,1,0.1213,0,1,7,8,"ypt3etsj",6,1,22,"Italiana","Diploma","studente","BIEM",3,5,5,"","ho scelto quella che conveniva di piÃ¹ ad entrambi",6,7,7,2,6,6,4,1,7,7,6,1,6,5,6,3,5.25,6.25,6.5,2,5,4,3,5,5,4,3,1,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,NA,8,NA,NA,3.38461542129517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,243,0,1,0,0,0,0,8
"311",487,"20_2_S1","5eurhwtw","pc17","2017-02-20 10:11:55.274404+00:00",2,NA,0.7,6,2,8,8,NA,NA,12,2,0.1265,1,1,7,8,"ypt3etsj",6,0,19,"Italia","Studente universitario","Studente","Laurea Triennale",2,5,3,"Fare ripetere due volte l'esperimento nella stessa sessione","PoichÃ¨ la differenza dell'eventuale pagamento tra accettare o rifiutare era ridotta, ho preferito la scelta di non fare arricchire l'altra parte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,17,21,24,25,21,5,10,6,23,7,11,1,1,1,2,2,1,1,1,3,1,1,2,1,1,2,1,2,3,3,3,1,3,2,2,3,3,1,3,4,3,3,4,2,3,1,3,2,4,3,3,3,4,3,3,2,1,2,3,4,3,1,3,2,4,3,3,2,14,NA,12,12,NA,NA,NA,42,52,44,46,48,54,52,44,48,58,58,62,1,244,0,1,0,0,0,0,8
"312",488,"20_2_S1","oznszaue","pc25","2017-02-20 10:12:41.403234+00:00",1,NA,1,8,2,8,8,NA,NA,12,2,0.1265,1,1,7,8,"ypt3etsj",6,1,19,"Italiana","Diploma scientifico","Studentessa","Economia e finanza",1,5,5,"No, poichÃ¨ credo che sia giÃ  funzionale e chiaro. In particolare, le istruzioni sono efficaci.","Essendo il giocatore 1, ho pensato che per me fosse piÃ¹ conveniente ricevere una somma certa, ovvero 8 euro, piuttosto che rischiare di ricevere 0 euro nel caso il giocatore 2 avesse rifiutato l'offerta B. Dal mio punto di vista, tuttavia, al giocatore 2 sarebbe convenuto accettare in ogni caso, ma ero sicuro che qualcuno avrebbe rifiutato.",6,7,7,1,4,7,5,1,7,7,6,1,7,7,7,7,6.75,6,7,2,5,5,5,5,5,5,5,1,2,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,NA,42,NA,NA,4.07692289352417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,244,0,1,0,0,0,0,8
"313",489,"20_2_S1","s6681ber","pc26","2017-02-20 10:12:46.184118+00:00",1,NA,1,7,2,14,2,NA,NA,18,3,0.4135,0,0,7,8,"ypt3etsj",6,0,19,"italiana","diploma liceo scientifico","studente","CLEF",1,3,4,"no","il giocatore 1 ha incentivo a offrire B perchÃ¨ il suo guadagno risulta maggiore di quello con l'offerta A questo perchÃ¨ il giocatore 2, se gli venisse offerto B, guadagnerebbe di piÃ¹ accettandolo. Quindi offerta B, accetto Ã¨ la soluzione del gioco",7,7,7,1,4,6,3,3,7,5,6,6,7,5,5,5,6,5.5,6.25,3.25,5,4,4,2,3,4,5,2,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,NA,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,245,0,1,0,0,0,0,14
"314",490,"20_2_S1","w6w8oifc","pc3","2017-02-20 10:12:08.089709+00:00",2,NA,0,7,2,2,14,NA,NA,6,3,0.4135,0,0,7,8,"ypt3etsj",6,1,21,"Italiana","Diploma","Studente","Cleam",3,5,5,"","Razionalmente, tutti i giocatori 1 avrebbero dovuto scegliere l'offera B in quanto, razionalmente, tutti i giocatori 2 avrebbero dovuto accettare in ogni caso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,8,15,16,17,7,5,5,24,7,12,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,4,2,4,2,1,4,3,3,2,1,2,3,2,1,1,1,2,1,2,2,2,1,3,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,NA,6,15,NA,NA,NA,50,44,46,46,48,60,58,50,50,28,36,40,1,245,0,1,0,0,0,0,2
"315",491,"20_2_S1","6auuet46","pc21","2017-02-20 10:12:18.809154+00:00",2,NA,0.9,6,2,8,8,NA,NA,6,4,0.9999,1,0,7,8,"ypt3etsj",6,1,18,"Italiana","Maturita'","Studente","BIEM",1,5,2,"Non fate scegliere il computer nell'ultima fase (pagamento per previsioni o offerte)","Non mi piaceva l'idea che il giocatore 1 guadagnasse 14 e io soltanto 2 per cui ho preferito rifiutare l offerta B. Per quanto riguarda le previsioni ho pensato che quasi tutti i giocatori 1 avrebbero preferito andare sul sicuro e proporre l offerta A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,22,26,15,14,38,19,10,9,29,8,16,4,4,4,3,2,3,2,1,2,4,2,1,2,2,2,3,2,1,4,4,2,4,4,1,4,3,2,1,4,2,3,2,3,2,1,2,3,2,4,3,3,2,2,2,2,3,4,2,4,2,3,1,3,2,3,1,4,22,NA,6,10,NA,NA,NA,94,54,58,70,50,76,66,70,64,68,38,38,1,246,0,1,0,0,0,0,2
"316",492,"20_2_S1","kd3cmlgo","pc10","2017-02-20 10:12:48.051072+00:00",1,NA,0.8,8,10,8,8,NA,NA,14,4,0.9999,1,0,7,8,"ypt3etsj",6,0,20,"Italiana","Diploma Scientifico","Studente","CLEAM",2,5,4,"Aumentare l'influenza del giocatore B","Ho preferito un guadagno sicuro scegliendo l'offerta A sapendo che sarebbero stati aggiunti 4 euro per il questionario finale, la differenza con l'offerta B non sarebbe risultata molto elevata.",6,4,7,2,6,2,3,4,6,4,4,5,6,6,6,4,5.5,5,4.75,3.5,4,4,5,4,4,4,4,3,3,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA,12,NA,NA,3.69230771064758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,246,0,1,0,0,0,0,10
"317",493,"20_2_S1","089is83d","pc4","2017-02-20 10:12:11.858846+00:00",1,NA,1,7,2,8,8,NA,NA,6,5,0.5551,0,0,7,8,"ypt3etsj",6,1,20,"Italiana","Diploma","Studente","CLEAM",2,5,5,"","",6,6,7,2,2,7,2,1,3,5,6,5,7,5,5,4,4.5,4.75,6.5,2.5,4,3,4,5,3,3,4,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,NA,15,NA,NA,2.76923084259033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,247,0,1,0,0,0,0,2
"318",494,"20_2_S1","y2ny0jm6","pc22","2017-02-20 10:12:14.672639+00:00",2,NA,0.7,6,2,8,8,NA,NA,6,5,0.5551,0,0,7,8,"ypt3etsj",6,1,22,"Italiana","Laurea Magistrale","Studentessa","Economics and Social Sciences",1,5,4,"Penso che l'esperimento sia molto chiaro.","Essendo un giocatore 2, ho scelto di accettare l'offerta B perchÃ¨ il mio payoff era maggiore nonostante fosse sproporzionato rispetto a quello dell'altro giocatore nella mia coppia.    Ho previsto che i giocatori che sceglievano l'offerta A erano 7 perchÃ¨ ho pensato che molti, non fidandosi della scelta dell'altro giocatore, preferivano avere un payoff ""sicuro"" di 8 piuttosto che far dipendere la scelta dal giocatore 2. Inoltre ho pensato che alcuni potessero fare il seguente ragionamento.     Se scelgo A ho 8 ""sicuri"". Se scelgo B e 2 accetta ho 14 ""sicuri"". Quindi il guadagno aggiuntivo Ã¨ di 6 mentre nel caso in cui 2 avesse rifiutato avrebbe 1 avrebbe perso 8.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,12,13,19,22,15,5,5,5,21,7,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,3,1,2,1,1,3,2,2,3,3,3,2,4,1,1,2,3,2,4,2,1,2,4,1,3,1,1,1,4,2,3,1,2,1,2,1,2,1,12,NA,9,30,NA,NA,NA,42,44,46,42,48,56,52,44,42,40,46,52,1,247,0,1,0,0,0,0,2
"319",495,"20_2_S1","dg21h59d","pc7","2017-02-20 10:12:36.980205+00:00",1,NA,0.5,7,2,8,8,NA,NA,12,6,0.0883,1,1,7,8,"ypt3etsj",6,1,23,"italiana","Diploma","studente","BIEM",3,5,5,"Definire subito che Ã¨ solo una scelta non una serie di scelte( come di solito avviene in questi giochi)","Riflettendo a cosa avrei scelto se fossi stato nei panni del Giocatore 2 e eliminando gli estremi delle probabilitÃ .",6,6,6,1,4,6,3,1,7,7,5,3,5,5,6,7,6.25,5.25,6,2,5,4,3,4,4,3,4,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,7,NA,NA,3.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,0,1,0,0,0,0,8
"320",496,"20_2_S1","kseuaujc","pc8","2017-02-20 10:12:40.570753+00:00",2,NA,0.7,6,2,8,8,NA,NA,12,6,0.0883,1,1,7,8,"ypt3etsj",6,1,19,"Italiana","Diploma","Studentessa","Cleam",1,5,5,"","Se avessi scelto di rifiutare l'offerta B, se il giocatore A l'avesse scelta avrei guadagnato zero. Invece scegliendo di accettare B avevo la certezza di guadagnare almeno 2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,15,14,22,23,15,5,5,5,20,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,3,3,2,3,1,3,3,3,2,3,2,2,1,3,2,3,2,4,1,3,1,1,2,3,2,3,1,3,3,3,2,3,2,18,NA,18,36,NA,NA,NA,42,40,44,40,42,52,48,42,46,42,54,56,1,248,0,1,0,0,0,0,8
"321",497,"20_2_S1","ahemcpkt","pc24","2017-02-20 10:12:37.629261+00:00",2,NA,0.8,7,2,2,14,NA,NA,6,7,0.7346,0,1,7,8,"ypt3etsj",6,1,19,"svizzera","diploma","studente","Cleam",2,5,4,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,14,8,17,19,15,5,5,5,13,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,1,1,3,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,20,NA,8,9,NA,NA,NA,42,40,44,40,34,40,34,42,44,28,42,48,1,249,0,1,0,0,0,0,2
"322",498,"20_2_S1","ks4bhq7l","pc9","2017-02-20 10:12:43.916631+00:00",1,NA,0.9,7,2,14,2,NA,NA,6,7,0.7346,0,1,7,8,"ypt3etsj",6,1,23,"italiana","laurea","studente","marketing management",2,4,4,"no","per quanto riguarda la previsione ho scelto un numero abbastanbza elevato in quanto al giocatore due conviene sempre accettare altrimenti rischia di non guadagnare . Per quanto riguarda la scelta  ho scelto l'offerta b per cercare di ottenere il maggior guadagno possibile",4,5,5,2,4,6,4,1,7,4,5,4,5,5,6,6,5.5,5,5,2.75,3,4,3,5,5,4,3,2,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,84,NA,NA,2.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,249,0,1,0,0,0,0,2
"323",499,"20_2_S1","5j26fy4w","pc19","2017-02-20 10:12:02.821597+00:00",2,NA,0.1,6,2,8,8,NA,NA,12,8,0.1291,1,0,7,8,"ypt3etsj",6,0,19,"Italiana","Diploma di matutirÃ  (tecnico meccatronico)","Studente","CLEF",1,5,5,"","Ho scelto di accettare l'offerta B, se fosse stata proposta, in quanto ricevere 2â‚¬ sarebbe stato comunque meglio di ricervere 0â‚¬.  Ho fatto una previsione di 1 perchÃ¨ ho ipotizzato che non ci fosse ragione, salvo ecezione, per la quale il Giocatore 1 scegliesse l'offerta A in quanto seguendo il ragionamento precedente, il giocatore 2 accetterebbe in ogni caso e di conseguenza il pay-off del giocatore 1 sarebbe stato di 14â‚¬ anzichÃ¨ di 8â‚¬.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15,17,25,26,16,5,6,5,20,5,12,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,4,1,2,2,1,4,4,1,2,3,3,2,4,3,3,1,3,1,4,3,3,3,4,1,4,1,1,2,4,2,4,3,2,2,3,2,4,2,8,NA,12,50,NA,NA,NA,42,44,40,40,40,58,46,38,44,48,60,64,1,250,0,1,0,0,0,0,8
"324",500,"20_2_S1","z9z8cc2r","pc16","2017-02-20 10:11:50.903679+00:00",1,NA,1,7,2,8,8,NA,NA,12,8,0.1291,1,0,7,8,"ypt3etsj",6,1,19,"Italiana","Diploma Scuola Superiore di II Grado","Studente","Laurea triennale",1,5,5,"","Induzione a ritroso, teoria dei giochi",3,7,7,1,7,7,2,1,6,7,7,2,7,7,7,6,5.5,7,7,1.5,5,5,4,5,5,5,5,1,3,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,10,NA,NA,3.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,0,1,0,0,0,0,8
"325",501,"20_2_S1","3me84tjx","pc5","2017-02-20 10:12:15.442036+00:00",2,NA,0.7,7,10,2,14,NA,NA,14,9,0.9322,1,0,7,8,"ypt3etsj",6,0,20,"Italiana","Scuola Superiore","Studente","Corso di Laurea in Economia Aziendale e Managment",3,5,4,"","La maggior parte degli individui sono avversi al rischio, quindi le previsioni di scelta sull'Offerta A erano alte (7) come previsto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,13,24,30,15,5,5,5,14,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,3,2,4,2,2,3,4,1,4,4,4,1,4,2,4,2,4,1,2,2,1,1,4,2,4,2,4,2,3,1,4,1,4,NA,1,7,NA,NA,NA,42,42,44,42,44,38,38,36,50,40,56,68,1,251,0,1,0,0,0,0,10
"326",502,"20_2_S1","64e1xq6g","pc2","2017-02-20 10:12:03.600336+00:00",1,NA,1,7,2,14,2,NA,NA,6,9,0.9322,1,0,7,8,"ypt3etsj",6,0,22,"italiana","laurea triennale","studente","economia",4,5,5,"","backward induction",4,6,6,2,4,4,5,3,6,4,5,2,5,6,6,4,5,5.25,4.75,3,5,4,3,5,4,3,3,4,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,36,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,251,0,1,0,0,0,0,2
"327",503,"20_2_S1","6tptchyj","pc11","2017-02-20 10:12:59.155996+00:00",2,NA,0.7,7,10,2,14,NA,NA,14,10,0.5623,1,1,7,8,"ypt3etsj",6,0,19,"italiana","diploma scientifico","studente","cleam",1,5,4,"","Cercando di prevedere il comportamento medio di una persona che si trova nella posizione di giocatore 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,18,18,23,22,15,5,5,5,18,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,3,4,2,2,3,4,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,4,2,2,2,3,2,3,3,16,NA,2,4,NA,NA,NA,42,40,40,40,44,44,44,46,50,50,56,56,1,252,0,1,0,0,0,0,10
"328",504,"20_2_S1","kwc1bfkx","pc6","2017-02-20 10:13:34.630617+00:00",1,NA,0.3,7,2,14,2,NA,NA,6,10,0.5623,1,1,7,8,"ypt3etsj",6,1,21,"Italiana","Diploma di maturitÃ ","Studente","BIEM",3,5,5,"","Attitudine al rischio",6,6,7,4,6,7,3,3,7,6,6,4,7,5,6,5,5.75,6,6.75,3.5,4,4,3,4,3,3,3,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,9,NA,NA,2.61538457870483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,252,0,1,0,0,0,0,2
"329",505,"20_2_S1","5jhtslgy","pc23","2017-02-20 10:12:10.625239+00:00",1,NA,0.8,8,10,8,8,NA,NA,12,11,0.394,1,0,7,8,"ypt3etsj",6,0,19,"Italiana","Diploma liceo scintifico","Studente","CLES",1,5,5,"Sarebbe stato piÃ¹ interessante farlo piÃ¹ volte per vedere le successive interazioni nel caso qualcuno rifiutasse","Per la scelta della probabilitÃ  ho riflettuto su quanto convenisse agli altri rifiutare o meno. Ragionevolmente molte piÃ¹ persone avrebbero accettato e almeno guadagnato qualcosa rispetto a ricevere 0â‚¬.    Sulla scelta dell'offerta ho cercato di eliminare qualsiasi possibilitÃ  di guadagnare 0â‚¬",7,6,7,2,5,7,2,7,7,6,6,6,7,7,5,6,6.75,5.5,6.75,4.25,5,5,4,5,5,5,5,4,1,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,NA,17,NA,NA,4.07692289352417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,253,0,1,0,0,0,0,8
